project_name,repo_url,created_date,hackathon_name,bounty_title,org,gitcoin/buidlbox
[V15] - ServeWay,https://github.com/Serve-platform/,2023-03-02 05:29:04.069+00,ETHDenver 2023,zkBob Bounty,zkBob,buidlbox
[C10] - Alice's Ring,https://github.com/KS-ETHDenver2023,2023-03-03 02:29:49.192+00,ETHDenver 2023,zkBob Bounty,zkBob,buidlbox
[Q6] - Gasly,https://github.com/apoorveth/eth-denver-submission,2023-03-05 15:23:23.502+00,ETHDenver 2023,Polygon DeFi UX Challenge,Polygon,buidlbox
[E9] - Diing,https://github.com/cryptofin-ethdenver,2023-03-02 09:10:03.583+00,ETHDenver 2023,Build on Base 🔵,Coinbase,buidlbox
MemeSparkk,https://github.com/dolvin17/memespark,2023-03-12 12:26:42.765+00,zkSync Era∎ Hack0,👛🪄 Account Abstraction & Security,zkSync Era,buidlbox
[AS4] - LegalBind,https://github.com/LegalBind/legalbind,2023-02-26 05:21:49.306+00,ETHDenver 2023,#BUIDLathon 2023 DeFi Track,ETHDenver,buidlbox
[G4] - CreatePlus,https://github.com/katrinamorris/createplus,2023-03-03 19:39:46.638+00,ETHDenver 2023,Instant User Onboarding with Magic Wallet SDK,Magic,buidlbox
[S5] - Vouch Finance,https://github.com/hamzah2304/vouch-finance,2023-03-05 01:18:32.168+00,ETHDenver 2023,Build new signal adapters,Huma,buidlbox
[C12] - Bitcoin Vitalik's Vision (BVV),https://github.com/afkbyte/optimism,2023-03-05 09:27:39.876+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[E7] - TurtleShell,https://github.com/ikigai-labs-xyz/TurtleShell,2023-03-05 10:28:30.624+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[AG4] - swosh.cash,https://github.com/jonathangus/swosh.cash,2023-02-28 20:08:41.403+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[E9] - Diing,https://github.com/cryptofin-ethdenver,2023-03-02 09:10:03.583+00,ETHDenver 2023,Deploy your smart contract on Scroll,Scroll,buidlbox
[H7] - Talent Pay,https://github.com/carol-x/talent-pay,2023-03-05 09:09:19.599+00,ETHDenver 2023,zkBob Bounty,zkBob,buidlbox
[Q6] - Gasly,https://github.com/apoorveth/eth-denver-submission,2023-03-05 15:23:23.502+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
create zksync npm,https://github.com/sambitsargam/create-zksync-app,2023-03-12 13:18:47.991+00,zkSync Era∎ Hack0,Argent Login integration,Argent,buidlbox
[B4] - Karma3 Trustmaze - On-chain Rankings and Reputation using attestations and Eigentrust,https://github.com/Karma3Labs/trustmaze,2023-03-04 20:19:57.114+00,ETHDenver 2023,Create an AttestationStation App,OPLabs,buidlbox
[B4] - Karma3 Trustmaze - On-chain Rankings and Reputation using attestations and Eigentrust,https://github.com/Karma3Labs/trustmaze,2023-03-04 20:19:57.114+00,ETHDenver 2023,Create an AttestationStation Visualization,OPLabs,buidlbox
[N4] - Lumen,https://github.com/christopherdancy/lumen-contracts,2023-03-03 17:49:55.657+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[G4] - CreatePlus,https://github.com/katrinamorris/createplus,2023-03-03 19:39:46.638+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[AT2] - My Room,https://github.com/joshocalico/web3getter/tree/test,2023-02-24 19:40:01.439+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
zksyncera nft mint,https://github.com/theRunCom/zksync-nft-usdc-mint,2023-07-16 12:15:23.459+00,BUIDLEra,Paymasters,zkSync Era,buidlbox
Escroguard,https://github.com/dreampiper/Escroguard,2023-06-28 15:50:21.541+00,CryptScrow Codeathon,Building a Scalable Escrow Platform,Horizen EON,buidlbox
[W14] - Atmosph3re,https://gist.github.com/Slyracoon23/afe0faa85eb92efb4ba08ed71f4dd747,2023-03-04 02:09:56.694+00,ETHDenver 2023,near.social bots coded in JS,NEAR,buidlbox
 Shareable Smart Wallet,https://github.com/ysongh/Safe-with-Approved-Addresses/tree/zkSyncEraHack0,2023-03-08 00:22:10.685+00,zkSync Era∎ Hack0,👛🪄 Account Abstraction & Security,zkSync Era,buidlbox
[AH2] - Polygon NFT Raffle,https://github.com/Tcadle434/polygon_raffle,2023-02-25 22:45:56.447+00,ETHDenver 2023,Connect the world with Chainlink,Chainlink,buidlbox
ZKore,https://github.com/ZKore-Hachathon/ZKore,2023-05-04 09:48:55.983+00,ScalingX ZK Hackathon——The Hunt For X,Utilize Zero Knowledge Proof Technology to scale Web3 Ecosystem,ScalingX,buidlbox
[W9] - DECEnergy,https://github.com/nickmura/decsolar-energy,2023-03-05 08:21:25.184+00,ETHDenver 2023,MetaMask Snaps - Identity 🪪 & Communication 💬,MetaMask,buidlbox
[S1] - UnseenIDEmoProof,https://github.com/TomChan/unseenidemoproof,2023-03-01 22:22:37.746+00,ETHDenver 2023,Quantifying the Qualitative Impact,Giveth,buidlbox
[S8] - World Printer,https://github.com/justinkook/WorldPrinter,2023-03-02 19:37:39.554+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
Storycheck,https://github.com/GuardianUI/storycheck,2023-05-02 19:30:26.061+00,ScalingX ZK Hackathon——The Hunt For X,Utilize Zero Knowledge Proof Technology to scale Web3 Ecosystem,ScalingX,buidlbox
ZKAFI,https://github.com/zka-fi/zkafi,2023-04-24 06:57:46.99+00,ScalingX ZK Hackathon——The Hunt For X,Utilize Zero Knowledge Proof Technology to scale Web3 Ecosystem,ScalingX,buidlbox
zkSync oclif,https://github.com/0xStruct/zksync-oclif,2023-03-12 15:55:20.555+00,zkSync Era∎ Hack0,💻 Developer Tooling,zkSync Era,buidlbox
[H9] - Web3GPT,https://github.com/QingyunSun/Web3GPT/,2023-02-28 22:44:21.092+00,ETHDenver 2023,Top Posts Widget,NEAR,buidlbox
[Q2] - Algo Risk Terminal,https://github.com/andrewsiah/risk-terminal,2023-03-04 23:21:21.052+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[J3] - DAOmocracy,https://github.com/mgallegos213/random-dao-democracy,2023-03-05 03:46:35.816+00,ETHDenver 2023,Extensive Developer Profile widget,NEAR,buidlbox
[AQ6] - Dusa Boarding,https://github.com/jimmylies/hackathon-eth-denver,2023-03-05 01:45:20.419+00,ETHDenver 2023,Polygon DeFi UX Challenge,Polygon,buidlbox
[AS3] - KYD - Know Your Developer,https://github.com/KYD-team,2023-03-04 21:24:50.98+00,ETHDenver 2023,Best identity or reputation applications built on ComposeDB,Ceramic,buidlbox
[S8] - World Printer,https://github.com/justinkook/WorldPrinter,2023-03-02 19:37:39.554+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[AS3] - KYD - Know Your Developer,https://github.com/KYD-team,2023-03-04 21:24:50.98+00,ETHDenver 2023,Best application built using ComposeDB on Ceramic,Ceramic,buidlbox
[S8] - World Printer,https://github.com/justinkook/WorldPrinter,2023-03-02 19:37:39.554+00,ETHDenver 2023,Use the Truffle React Box to deploy a dapp on Infura,Infura,buidlbox
[AS3] - KYD - Know Your Developer,https://github.com/KYD-team,2023-03-04 21:24:50.98+00,ETHDenver 2023,Integrate Lens,Lens Protocol,buidlbox
[B11] - rhinestone,https://github.com/kopy-kat/ethdenver-aa,2023-03-05 02:35:00.82+00,ETHDenver 2023,Deploy your smart contract on Scroll,Scroll,buidlbox
[Y8] - Near.Social DevGovGigs Improvements,https://github.com/p516entropy/NearSocial.DevGovGigsUpdates,2023-03-04 01:48:12.412+00,ETHDenver 2023,Promoted Posts Banner Widget,NEAR,buidlbox
[R2] - StakeSwap,https://github.com/stakeswap,2023-03-02 17:55:16.84+00,ETHDenver 2023,Snapshot voting within Aragon DAOs,Aragon,buidlbox
[AU1] - Pastoral Network,https://github.com/brieyla1/pastoralnetwork,2023-03-04 20:52:18.684+00,ETHDenver 2023,Web3Modal Creative Challenge,Wallet Connect,buidlbox
[W8] - Crowdwork,https://github.com/BrunoZell/Crowdwork,2023-03-05 02:49:13.744+00,ETHDenver 2023, Security 🔒& Scalability 🌱,MetaMask,buidlbox
[R10] - TrustSight,https://github.com/buffibuidler/trustsight,2023-03-04 20:13:07.019+00,ETHDenver 2023,OKX- Automatic discovery of defi project detectors,OKX,buidlbox
[AU1] - Pastoral Network,https://github.com/brieyla1/pastoralnetwork,2023-03-04 20:52:18.684+00,ETHDenver 2023,#BUIDLathon 2023 Impact + Public Goods Track,ETHDenver,buidlbox
[AU1] - Pastoral Network,https://github.com/brieyla1/pastoralnetwork,2023-03-04 20:52:18.684+00,ETHDenver 2023,Best Lens app,Lens Protocol,buidlbox
[AQ1] - Commodity-Insight,https://github.com/thethrilla30/commodity-insight,2023-03-05 15:10:01.77+00,ETHDenver 2023,Connect the world with Chainlink,Chainlink,buidlbox
[E10] - NFTUBE,https://github.com/NFTUBE-Eth-Denver-23,2023-03-05 15:32:26.431+00,ETHDenver 2023,Developer Infrastructure/tooling on Mantle,Mantle,buidlbox
zero knowledge authenticated blockchain account,https://github.com/Zkimhom/zkABA,2023-04-24 11:11:28.101+00,ScalingX ZK Hackathon——The Hunt For X,Utilize Zero Knowledge Proof Technology to scale Web3 Ecosystem,ScalingX,buidlbox
[D12] - NeutralNode,https://github.com/BlakeMScurr/hackathon2023,2023-03-05 14:40:33.054+00,ETHDenver 2023,#BUIDLathon 2023 Infrastructure + Scalability,ETHDenver,buidlbox
Qi Protocol,https://github.com/FudgyDRS/eth-den-rgas-token,2023-03-04 00:35:45.669+00,ETHDenver 2023,Best Defi/NFT Project on Mantle,Mantle,buidlbox
[H9] - Web3GPT,https://github.com/QingyunSun/Web3GPT/,2023-02-28 22:44:21.092+00,ETHDenver 2023,Fuzzy Search widget,NEAR,buidlbox
[W8] - Crowdwork,https://github.com/BrunoZell/Crowdwork,2023-03-05 02:49:13.744+00,ETHDenver 2023,Design a blockchain product for low-income populations facing financial emergencies.,Giveth,buidlbox
[AI4] - Claimabl3,https://github.com/rabTAI/Claimabl3,2023-03-05 03:20:17.068+00,ETHDenver 2023,#BUIDLathon 2023 NFTs + Metaverse + Gaming Track,ETHDenver,buidlbox
[Q3] - Ape Harmony,https://github.com/Ape-Harmony/ape-harmony-app,2023-03-04 20:14:18.997+00,ETHDenver 2023,Best new subgraph(s),The Graph,buidlbox
Qi Protocol,https://github.com/FudgyDRS/eth-den-rgas-token,2023-03-04 00:35:45.669+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[Q3] - Ape Harmony,https://github.com/Ape-Harmony/ape-harmony-app,2023-03-04 20:14:18.997+00,ETHDenver 2023,Spectral.finance's Bounty,Spectral Finance,buidlbox
[AI1] - Base Name Service,https://github.com/Base-Name-Service,2023-03-05 04:29:10.96+00,ETHDenver 2023,Build on Base 🔵,Coinbase,buidlbox
Qi Protocol,https://github.com/FudgyDRS/eth-den-rgas-token,2023-03-04 00:35:45.669+00,ETHDenver 2023,Build on Base 🔵,Coinbase,buidlbox
[AU1] - Pastoral Network,https://github.com/brieyla1/pastoralnetwork,2023-03-04 20:52:18.684+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[Q3] - Ape Harmony,https://github.com/Ape-Harmony/ape-harmony-app,2023-03-04 20:14:18.997+00,ETHDenver 2023,Integrate Lens,Lens Protocol,buidlbox
[AR3] - GitCredit,https://github.com/gitcredit/gitscore,2023-03-01 02:16:19.27+00,ETHDenver 2023,#BUIDLathon 2023 Impact + Public Goods Track,ETHDenver,buidlbox
[W5] - AlignMint,https://github.com/tirisanna/alignmint,2023-03-02 01:35:10.075+00,ETHDenver 2023,#BUIDLathon 2023 Impact + Public Goods Track,ETHDenver,buidlbox
[AU1] - Pastoral Network,https://github.com/brieyla1/pastoralnetwork,2023-03-04 20:52:18.684+00,ETHDenver 2023,Instant User Onboarding with Magic Wallet SDK,Magic,buidlbox
Qi Protocol,https://github.com/FudgyDRS/eth-den-rgas-token,2023-03-04 00:35:45.669+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[C12] - Bitcoin Vitalik's Vision (BVV),https://github.com/afkbyte/optimism,2023-03-05 09:27:39.876+00,ETHDenver 2023,#BUIDLathon 2023 Infrastructure + Scalability,ETHDenver,buidlbox
Bookmart,https://github.com/ivanmolto/bookmart,2023-03-12 16:03:58.185+00,zkSync Era∎ Hack0,RMRK implementation Bounty,RMRK,buidlbox
[Q3] - Ape Harmony,https://github.com/Ape-Harmony/ape-harmony-app,2023-03-04 20:14:18.997+00,ETHDenver 2023,Connect the world with Chainlink,Chainlink,buidlbox
[A12] - D-Staker,https://github.com/rotcivegaf/D-Staker,2023-03-04 20:58:58.156+00,ETHDenver 2023,Tenderly Simulation API Integration,Tenderly,buidlbox
[S10] - YielDex,https://github.com/YielDex/YielDex,2023-03-04 17:29:00.538+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
zksync safe,https://github.com/rukmani887799/zksync-safe,2023-03-12 16:28:02.393+00,zkSync Era∎ Hack0,Argent Login integration,Argent,buidlbox
[W8] - Crowdwork,https://github.com/BrunoZell/Crowdwork,2023-03-05 02:49:13.744+00,ETHDenver 2023,MetaMask Snaps - Identity 🪪 & Communication 💬,MetaMask,buidlbox
[S10] - YielDex,https://github.com/YielDex/YielDex,2023-03-04 17:29:00.538+00,ETHDenver 2023,Build on Base 🔵,Coinbase,buidlbox
[C11] - Ask Finance,https://github.com/BrunoZell/ask.fi,2023-03-05 02:53:52.514+00,ETHDenver 2023,Donation Legos,Giveth,buidlbox
[C11] - Ask Finance,https://github.com/BrunoZell/ask.fi,2023-03-05 02:53:52.514+00,ETHDenver 2023,Impacting Homelessness,Giveth,buidlbox
ZK Credit,https://github.com/agencyenterprise/zk-credit-analysis,2023-05-01 12:42:23.684+00,ScalingX ZK Hackathon——The Hunt For X,Utilize Zero Knowledge Proof Technology to scale Web3 Ecosystem,ScalingX,buidlbox
MAXE Account Service Network,https://github.com/MaxeASN,2023-05-05 02:03:37.457+00,ScalingX ZK Hackathon——The Hunt For X,Utilize Zero Knowledge Proof Technology to scale Web3 Ecosystem,ScalingX,buidlbox
[Q3] - Ape Harmony,https://github.com/Ape-Harmony/ape-harmony-app,2023-03-04 20:14:18.997+00,ETHDenver 2023,Using Tellor,Tellor,buidlbox
[B11] - rhinestone,https://github.com/kopy-kat/ethdenver-aa,2023-03-05 02:35:00.82+00,ETHDenver 2023,A credit line for every wallet,Huma,buidlbox
[S10] - YielDex,https://github.com/YielDex/YielDex,2023-03-04 17:29:00.538+00,ETHDenver 2023,Deploy a Dapp on an L2 using Infura and Truffle,Infura,buidlbox
[E7] - TurtleShell,https://github.com/ikigai-labs-xyz/TurtleShell,2023-03-05 10:28:30.624+00,ETHDenver 2023,Deploy a Dapp on an L2 using Infura and Truffle,Infura,buidlbox
zksyncera nft mint,https://github.com/theRunCom/zksync-nft-usdc-mint,2023-07-16 12:15:23.459+00,BUIDLEra,scaffold-era ,zkSync Era,buidlbox
zksync safe,https://github.com/rukmani887799/zksync-safe,2023-03-12 16:28:02.393+00,zkSync Era∎ Hack0,👛🪄 Account Abstraction & Security,zkSync Era,buidlbox
zksync safe,https://github.com/rukmani887799/zksync-safe,2023-03-12 16:28:02.393+00,zkSync Era∎ Hack0,Multicall with account abstraction,Argent,buidlbox
FundHats,https://github.com/fundhats,2023-12-28 07:19:30.192+00,Allo on Arbitrum Hackathon,Best use of the project registry,ArbitrumDAO,buidlbox
FundHats,https://github.com/fundhats,2023-12-28 07:19:30.192+00,Allo on Arbitrum Hackathon,Best review and evaluation tool,ArbitrumDAO,buidlbox
[E7] - TurtleShell,https://github.com/ikigai-labs-xyz/TurtleShell,2023-03-05 10:28:30.624+00,ETHDenver 2023,Covalent Unified API Bounties,Covalent,buidlbox
CAZZ PAY,https://github.com/sambit0675/cazzpay,2023-03-12 17:34:28.997+00,zkSync Era∎ Hack0,RedStone On-Demand Oracles use case 🔮,RedStone Finance,buidlbox
[E7] - TurtleShell,https://github.com/ikigai-labs-xyz/TurtleShell,2023-03-05 10:28:30.624+00,ETHDenver 2023,Best Multi-Network Deployment using Infura,Infura,buidlbox
[E7] - TurtleShell,https://github.com/ikigai-labs-xyz/TurtleShell,2023-03-05 10:28:30.624+00,ETHDenver 2023,Web3Wallet UX Challenge,Wallet Connect,buidlbox
[E4] - Storeal,https://github.com/shyam-patel-kira/Storeal,2023-03-03 03:02:51.58+00,ETHDenver 2023,OpenZeppelin Defender Integration,Open Zeppelin,buidlbox
[E4] - Storeal,https://github.com/shyam-patel-kira/Storeal,2023-03-03 03:02:51.58+00,ETHDenver 2023,BUIDL on Fireblocks ,Fireblocks,buidlbox
[Y2] - GovBlocks,https://github.com/Next-Gen-Labs-NFT/GovBlocks,2023-03-03 21:12:59.092+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[D3] - EigenList,https://github.com/0xIntuition/ethdenver-hackathon-2023,2023-03-05 05:45:53.781+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[E7] - TurtleShell,https://github.com/ikigai-labs-xyz/TurtleShell,2023-03-05 10:28:30.624+00,ETHDenver 2023,OpenZeppelin Defender Integration,Open Zeppelin,buidlbox
[Q6] - Gasly,https://github.com/apoorveth/eth-denver-submission,2023-03-05 15:23:23.502+00,ETHDenver 2023,OpenZeppelin Defender Integration,Open Zeppelin,buidlbox
[B2] - Hunter Z Hunter,https://github.com/orgs/hunter-z-hunter/repositories,2023-03-05 06:03:59.723+00,ETHDenver 2023,BUIDL on Fireblocks ,Fireblocks,buidlbox
[E7] - TurtleShell,https://github.com/ikigai-labs-xyz/TurtleShell,2023-03-05 10:28:30.624+00,ETHDenver 2023,Sneaky Snoot - Risk Class Identification with GoPlus API,GoPlus,buidlbox
Portal Gate,https://github.com/portalgunme,2023-05-02 05:43:22.54+00,ScalingX ZK Hackathon——The Hunt For X,Utilize Zero Knowledge Proof Technology to scale Web3 Ecosystem,ScalingX,buidlbox
[E10] - NFTUBE,https://github.com/NFTUBE-Eth-Denver-23,2023-03-05 15:32:26.431+00,ETHDenver 2023,#BUIDLathon 2023 Infrastructure + Scalability,ETHDenver,buidlbox
[E7] - TurtleShell,https://github.com/ikigai-labs-xyz/TurtleShell,2023-03-05 10:28:30.624+00,ETHDenver 2023,Super SAFU - GoPlus API Use,GoPlus,buidlbox
[W14] - Atmosph3re,https://gist.github.com/Slyracoon23/afe0faa85eb92efb4ba08ed71f4dd747,2023-03-04 02:09:56.694+00,ETHDenver 2023,Design a blockchain product for low-income populations facing financial emergencies.,Giveth,buidlbox
argent multicall with zksync-web3,https://github.com/0xrhsmt/argent-multicall,2023-03-12 17:35:16.365+00,zkSync Era∎ Hack0,Multicall with account abstraction,Argent,buidlbox
0xTender Escrow,https://github.com/0xTender/escrow-protocol,2023-06-30 00:32:27.887+00,CryptScrow Codeathon,Decentralized Escrow Arbitration,Horizen EON,buidlbox
Himitsu,https://github.com/Entrepreneurrichpj/Himitsu.github.io,2023-09-10 04:02:49.584+00,Permissionless II,Incorporate privacy features in your solution,EY,buidlbox
[H4] - Manda,https://github.com/josephbouassaf/mandaExecutionETHDenver,2023-03-03 22:36:50.407+00,ETHDenver 2023,Integrating INTU Advanced Accounts for End-users,Intu,buidlbox
[A7] - CoinChoice,https://github.com/coinchoice/coinchoice/,2023-02-27 21:09:38.736+00,ETHDenver 2023,BUIDL on Fireblocks ,Fireblocks,buidlbox
EON TRADE MATCH,https://github.com/nabetse00/EON-TRADE-MATCH,2023-06-27 21:14:07.764+00,CryptScrow Codeathon,Automated Trades via Escrow Contracts,Horizen EON,buidlbox
Custodian,https://github.com/nwakaku/Custodian,2023-03-12 17:49:38.314+00,zkSync Era∎ Hack0,👛🪄 Account Abstraction & Security,zkSync Era,buidlbox
[N2] - FlightShield,https://github.com/thalasith/flightshield,2023-03-04 16:21:35.657+00,ETHDenver 2023,#BUIDLathon 2023 DeFi Track,ETHDenver,buidlbox
[C10] - Alice's Ring,https://github.com/KS-ETHDenver2023,2023-03-03 02:29:49.192+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
Custodian,https://github.com/nwakaku/Custodian,2023-03-12 17:49:38.314+00,zkSync Era∎ Hack0,Argent Login integration,Argent,buidlbox
BitPoW,https://github.com/EcoPoW/python_stf_vm,2023-07-02 02:35:09.276+00,ETHShanghai 2023,ETHShanghai Main Track - Developer tool,ETHShanghai 2023,buidlbox
ZKP Course,https://github.com/cryptoleek-team/zkp-course,2023-05-02 06:30:09.453+00,ScalingX ZK Hackathon——The Hunt For X,ZK Courses Bounty ,ScalingX,buidlbox
Sodium Wallet,https://github.com/sodiumlabs,2023-07-05 03:08:01.499+00,ETHShanghai 2023,ETHShanghai Main Track - Infra & Public Goods,ETHShanghai 2023,buidlbox
[H4] - Manda,https://github.com/josephbouassaf/mandaExecutionETHDenver,2023-03-03 22:36:50.407+00,ETHDenver 2023,Unlock new potential using INTU’s Account Infrastructure,Intu,buidlbox
[Q6] - Gasly,https://github.com/apoorveth/eth-denver-submission,2023-03-05 15:23:23.502+00,ETHDenver 2023,Web3Wallet UX Challenge,Wallet Connect,buidlbox
[I3] - arcoIRIS,https://github.com/carminatti/arcoIRIS,2023-03-05 03:13:38.666+00,ETHDenver 2023,Most functionalities integrated  of Liquality SDKs in a decentralized social media project,Liquality,buidlbox
